Rank,Title,Author,Rating,Rating Count,Score,People Voted,Image
455,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare (Goodreads Author),4.39,400716,30942,387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794i/8755785._SY75_.jpg
456,زندگی مه آلود پریا,سید مرتضی مصطفوی (Goodreads Author),3.34,1032,30907,311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532526741i/40937505._SX50_.jpg
457,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,237682,30636,389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019i/629._SY75_.jpg
458,The Plague,Albert Camus,4.02,287038,30617,413,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434i/11989._SY75_.jpg
459,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.16,189060,30589,349,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701688704i/394535._SY75_.jpg
460,Doctor Zhivago,Boris Pasternak,4.01,99512,30524,458,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385508725i/130440._SY75_.jpg
461,The Firm,Robin Waterfield (Adaptor),4.06,632958,30486,446,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200i/5358._SY75_.jpg
462,Dear John,Nicholas Sparks (Goodreads Author),4.04,608938,30478,390,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854i/5526._SY75_.jpg
463,Midnight’s Children,Salman Rushdie,3.98,128535,30383,370,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673724335i/14836._SY75_.jpg
464,The English Patient,Michael Ondaatje,3.86,135593,30326,415,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527907i/11713._SY75_.jpg
465,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,225955,30120,391,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880853l/43448._SX50_SY75_.jpg
466,Hidden Pictures,Jason Rekulak (Goodreads Author),4.16,422325,30038,319,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635260162i/58724923._SY75_.jpg
467,The Last Song,Nicholas Sparks (Goodreads Author),4.16,563725,29950,370,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186i/6400090._SY75_.jpg
468,Circe,Madeline Miller (Goodreads Author),4.23,1195608,29934,341,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg
469,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick (Goodreads Author),3.98,331057,29686,367,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408146i/7791997._SY75_.jpg
470,All the Bright Places,Jennifer Niven (Goodreads Author),4.12,599300,29596,323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392._SY75_.jpg
471,Like Water for Chocolate,Laura Esquivel,3.95,380134,29587,417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952._SY75_.jpg
472,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon (Goodreads Author),4.34,370954,29380,371,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344i/5364._SY75_.jpg
473,Midnight in the Garden of Good and Evil,John Berendt,3.92,282774,29131,410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915i/386187._SY75_.jpg
474,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas (Goodreads Author),4.36,1388531,29074,349,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391580481i/17167166._SY75_.jpg
475,My Ántonia,Willa Cather,3.84,142296,29002,396,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389151307i/17150._SY75_.jpg
476,A Streetcar Named Desire,Tennessee Williams,3.98,325803,28766,434,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389153133i/12220._SX50_.jpg
477,"The One (The Selection, #3)",Kiera Cass (Goodreads Author),4.14,733830,28572,337,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836i/18635016._SY75_.jpg
478,Breakfast at Tiffany’s and Three Stories,Truman Capote,3.85,249102,28559,400,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477015353i/251688._SY75_.jpg
479,Breakfast of Champions,Kurt Vonnegut Jr.,4.07,270073,28468,361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446i/4980._SY75_.jpg
480,Carrie,Stephen King (Goodreads Author),3.99,785030,28342,392,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258i/10592._SY75_.jpg
481,The Origin of Species,Charles Darwin,4.01,118231,28295,389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298417570i/22463._SY75_.jpg
482,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,447460,28264,378,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535965085i/41637836._SY75_.jpg
483,The Virgin Suicides,Jeffrey Eugenides,3.79,375505,28237,361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956._SY75_.jpg
484,The Prince,Niccolò Machiavelli,3.84,359026,28223,395,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828i/28862._SY75_.jpg
485,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas (Goodreads Author),4.65,2627594,28201,306,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468._SY75_.jpg
486,"Hopeless (Hopeless, #1)",Colleen Hoover (Goodreads Author),4.23,633289,27976,315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353489892i/15717943._SY75_.jpg
487,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor (Goodreads Author),3.99,378000,27935,331,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773i/8490112._SY75_.jpg
488,A Fine Balance,Rohinton Mistry,4.38,154144,27910,333,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390i/5211._SY75_.jpg
489,The Invisible Life of Addie LaRue,Victoria E. Schwab (Goodreads Author),4.18,1272827,27570,306,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432i/50623864._SY75_.jpg
490,Infinite Jest,David Foster Wallace,4.25,96302,27558,302,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446876799i/6759._SY75_.jpg
491,Local Woman Missing,Mary Kubica (Goodreads Author),4.13,608163,27417,290,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629480107i/57361474._SX50_.jpg
492,Death of a Salesman,Arthur Miller,3.58,246465,27366,422,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554514105i/12898._SY75_.jpg
493,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,972879,27298,329,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353._SY75_.jpg
494,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.17,762058,27212,357,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661026821i/13497._SY75_.jpg
495,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,204453,27199,396,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519300455i/19302._SX50_.jpg
496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas (Goodreads Author),4.61,1089281,27118,314,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441230104i/18006496._SY75_.jpg
497,"Evermore (The Immortals, #1)",Alyson Noel (Goodreads Author),3.59,295099,26857,325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg
498,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.30,553715,26765,373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg
499,The Scarlet Pimpernel,Emmuska Orczy,4.07,138393,26454,343,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406764899i/136116._SX50_.jpg
500,"The Hate U Give (The Hate U Give, #1)",Angie Thomas (Goodreads Author),4.46,957768,26380,303,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671._SY75_.jpg
501,"Red, White & Royal Blue",Casey McQuiston (Goodreads Author),4.07,1122239,26377,293,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566742512i/41150487._SY75_.jpg
502,We Were Liars,E. Lockhart (Goodreads Author),3.66,1225820,26268,292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479i/16143347._SY75_.jpg
503,Jonathan Strange & Mr Norrell,Susanna Clarke,3.86,244769,26228,323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357027589i/14201._SY75_.jpg
504,"The Host (The Host, #1)",Stephenie Meyer,3.86,1029749,26224,325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg
505,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson (Goodreads Author),4.00,719978,26159,342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg
506,Snow Flower and the Secret Fan,Lisa See (Goodreads Author),4.09,379182,26148,333,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532005164i/40873273._SY75_.jpg
507,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater (Goodreads Author),4.05,385703,26138,299,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573508485i/17675462._SY75_.jpg
508,Pet Sematary,Stephen King (Goodreads Author),4.07,644309,25994,345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg
509,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,554912,25876,337,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747._SX50_.jpg
510,Sharp Objects,Gillian Flynn (Goodreads Author),4.01,1135229,25842,292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg
511,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins (Goodreads Author),3.96,459385,25826,301,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358271931i/6936382._SY75_.jpg
512,Northanger Abbey,Jane Austen,3.85,424864,25803,375,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718i/50398._SY75_.jpg
513,"Matched (Matched, #1)",Ally Condie (Goodreads Author),3.62,801628,25704,320,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg
514,Persuasion,Jane Austen,4.15,733552,25637,327,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385172413i/2156._SY75_.jpg
515,"The Angel Experiment (Maximum Ride, #1)",James Patterson (Goodreads Author),4.07,228662,25610,315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg
516,The Nightingale,Kristin Hannah (Goodreads Author),4.64,1674071,25556,290,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621._SY75_.jpg
517,"Faust, First Part",Johann Wolfgang von Goethe,3.86,130820,25326,342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435405022i/14706._SY75_.jpg
518,"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,4.04,501580,25165,362,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967._SX50_.jpg
519,High Fidelity,Nick Hornby,3.90,208500,25039,313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082i/285092._SY75_.jpg
520,The Shipping News,Annie Proulx,3.88,148881,24950,342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192241i/7354._SY75_.jpg
521,Waiting for Godot,Samuel Beckett,3.84,211729,24829,332,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301i/17716._SY75_.jpg
522,"The Chosen (Reuven Malther, #1)",Chaim Potok,4.07,95320,24680,335,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191327i/187181._SY75_.jpg
523,Shantaram,Gregory David Roberts (Goodreads Author),4.28,227385,24562,278,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600._SY75_.jpg
524,To the Lighthouse,Virginia Woolf,3.80,198247,24440,329,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639106809i/59716._SY75_.jpg
525,Houdini Heart,Ki Longfellow (Goodreads Author),3.84,5490,24357,252,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510418043i/11324204._SY75_.jpg
526,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,487829,24250,351,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032500i/140225._SX50_.jpg
527,Nineteen Minutes,Jodi Picoult (Goodreads Author),4.17,392387,24249,304,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348577596i/14866._SY75_.jpg
528,"Neuromancer (Sprawl, #1)",William Gibson,3.89,344055,24095,299,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554437249i/6088007._SY75_.jpg
529,Redeeming Love,Francine Rivers (Goodreads Author),4.51,346639,24029,273,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422._SX50_.jpg
530,The Reader,Bernhard Schlink,3.78,220677,24004,338,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1735039201i/101299._SY75_.jpg
531,"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,361409,23866,331,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609035271i/41804._SY75_.jpg
532,The Goldfinch,Donna Tartt,3.96,980662,23816,278,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378710146i/17333223._SY75_.jpg
533,Night,Elie Wiesel,4.38,1301701,23712,298,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709507006i/1617._SY75_.jpg
534,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas (Goodreads Author),4.47,2195961,23696,274,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634._SY75_.jpg
535,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.57,968780,23659,322,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574117762i/838729._SY75_.jpg
536,"The Lost Symbol (Robert Langdon, #3)",Dan Brown (Goodreads Author),3.76,628746,23656,306,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961._SY75_.jpg
537,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,711078,23615,313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581625286i/10664113._SX50_.jpg
538,A Christmas Carol,Charles Dickens,4.09,885455,23576,340,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326._SY75_.jpg
539,The Exorcist,William Peter Blatty,4.20,250954,23433,331,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1731395907i/179780._SY75_.jpg
540,Emma,Jane Austen,4.05,925382,23429,309,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931i/6969._SY75_.jpg
541,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes (Goodreads Author),4.14,904069,23217,257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413i/52439531._SY75_.jpg
542,The Age of Innocence,Edith Wharton,3.97,184097,23216,323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388248423i/53835._SY75_.jpg
543,Dubliners,James Joyce,3.84,164952,22924,323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334138184i/11012._SX50_.jpg
544,The Waste Land,T.S. Eliot,4.11,56388,22688,315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597549396i/34080._SY75_.jpg
545,The Republic,Plato,3.96,214347,22595,331,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655i/30289._SY75_.jpg
546,"Angels & Demons (Robert Langdon, #1)",Dan Brown (Goodreads Author),3.95,3296379,22125,286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404i/960._SY75_.jpg
547,"Voyager (Outlander, #3)",Diana Gabaldon (Goodreads Author),4.39,319884,22073,284,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987._SY75_.jpg
548,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward (Goodreads Author),4.43,184291,22016,268,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388773547i/42900._SY75_.jpg
549,The Twilight Collection,Stephenie Meyer,3.82,46948,21979,281,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187657i/690926._SX50_.jpg
550,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare (Goodreads Author),4.27,989599,21969,290,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339i/3777732._SY75_.jpg
551,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells (Goodreads Author),3.86,563026,21943,323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524i/137791._SY75_.jpg
552,"Betrayed (House of Night, #2)",P.C. Cast (Goodreads Author),3.92,273232,21928,286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406941788i/676924._SX50_.jpg
553,The Pearl,John Steinbeck,3.55,253082,21920,342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939i/5308._SY75_.jpg
554,The Jungle,Upton Sinclair,3.77,149701,21789,303,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332140681i/41681._SY75_.jpg
555,Me Talk Pretty One Day,David Sedaris,4.01,709175,21662,294,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137._SY75_.jpg
556,Snow Falling on Cedars,David Guterson,3.86,190733,21553,310,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863528i/77142._SY75_.jpg
557,"Untamed (House of Night, #4)",P.C. Cast (Goodreads Author),3.94,240910,21519,279,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020i/2866718._SY75_.jpg
558,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,290381,21491,315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830i/84369._SY75_.jpg
559,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket (Goodreads Author),4.02,546841,21424,285,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg
560,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.00,468800,21211,257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128._SX50_.jpg
561,"I, Claudius (Claudius, #1)",Robert Graves,4.25,69574,21148,287,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657550972i/18765._SY75_.jpg
562,Everything is Illuminated,Jonathan Safran Foer (Goodreads Author),3.89,181923,21111,261,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566._SY75_.jpg
563,Those Empty Eyes,Charlie Donlea (Goodreads Author),4.17,56001,21087,222,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679436159i/62984900._SX50_.jpg
564,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.49,1042913,20939,292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871714i/222910._SY75_.jpg
565,"The Elite (The Selection, #2)",Kiera Cass (Goodreads Author),3.94,823617,20937,261,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg
566,A Room with a View,E.M. Forster,3.90,191984,20698,314,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285i/3087._SY75_.jpg
567,The War of the Worlds,H.G. Wells,3.83,330792,20576,309,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY75_.jpg
568,Sense and Sensibility,Jane Austen,4.09,1240127,20492,288,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675i/14935._SY75_.jpg
569,The Woman in White,Wilkie Collins,4.01,159788,20453,289,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295661017i/5890._SY75_.jpg
570,Bleak House,Charles Dickens,4.02,111113,20356,284,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147i/31242._SY75_.jpg
571,"The Wicked King (The Folk of the Air, #2)",Holly Black (Goodreads Author),4.28,923361,20257,233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414i/26032887._SY75_.jpg
572,The Complete Poems of Emily Dickinson,Emily Dickinson,4.28,102757,20244,314,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549999503i/112204._SY75_.jpg
573,World War Z: An Oral History of the Zombie War,Max Brooks (Goodreads Author),4.02,546025,20149,256,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg
574,"A Discovery of Witches (All Souls, #1)",Deborah Harkness (Goodreads Author),4.02,526018,20089,240,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg
575,"Sheever's Journal, Diary of a Poison Master",K. Ritz (Goodreads Author),4.30,17503,20019,210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583221123i/52022378._SX50_.jpg
576,"Chosen (House of Night, #3)",P.C. Cast (Goodreads Author),3.91,250072,19985,262,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258._SX50_.jpg
577,انتحار فاشل,أحمد جمال الدين رمضان,4.56,3205,19943,203,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754541i/30528535._SX50_.jpg
578,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson (Goodreads Author),4.76,413098,19926,213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1728768241i/17332218._SY75_.jpg
579,"Unwind (Unwind, #1)",Neal Shusterman (Goodreads Author),4.17,239312,19863,234,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347._SX50_.jpg
580,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.12,651739,19857,237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622i/13104080._SY75_.jpg
581,What Lies in the Woods,Kate Alice Marshall (Goodreads Author),3.95,165641,19790,209,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652628677i/60784373._SY75_.jpg
582,North and South,Elizabeth Gaskell,4.15,176177,19780,257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699604581i/156538._SY75_.jpg
583,Brideshead Revisited,Evelyn Waugh,4.00,120126,19749,267,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438579340i/30933._SY75_.jpg
584,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black (Goodreads Author),4.34,831625,19679,226,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg
585,العصبي,أحمد جمال الدين رمضان,4.61,2797,19551,199,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754782i/30528544._SX50_.jpg
586,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.10,121037,19541,261,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901._SY75_.jpg
587,Ugly Love,Colleen Hoover (Goodreads Author),4.02,2113335,19530,217,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401._SY75_.jpg
588,The God Delusion,Richard Dawkins (Goodreads Author),3.90,275458,19514,248,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693i/14743._SY75_.jpg
589,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo (Goodreads Author),3.92,1021279,19481,235,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339533695i/10194157._SX50_.jpg
590,Of Human Bondage,W. Somerset Maugham,4.15,59137,19399,270,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548._SY75_.jpg
591,"Bloodlines (Bloodlines, #1)",Richelle Mead (Goodreads Author),4.20,188748,19216,244,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527._SY75_.jpg
592,"The Iron King (The Iron Fey, #1)",Julie Kagawa (Goodreads Author),3.88,215917,19214,235,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117._SY75_.jpg
593,Macbeth,William Shakespeare,3.89,959396,19085,258,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224i/8852._SY75_.jpg
594,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.17,324635,19016,257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY75_.jpg
595,The Silent Patient,Alex Michaelides (Goodreads Author),4.18,2717988,19013,220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119i/40097951._SY75_.jpg
596,Snow Crash,Neal Stephenson (Goodreads Author),4.02,288860,18855,221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589842551i/40651883._SX50_.jpg
597,The Left Hand of Darkness,Ursula K. Le Guin,4.10,199180,18854,238,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY75_.jpg
598,Johnny Got His Gun,Dalton Trumbo,4.20,46065,18744,229,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925458i/51606._SY75_.jpg
598,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,250103,18744,225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889._SY75_.jpg
600,Vanity Fair,William Makepeace Thackeray,3.80,130693,18651,270,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797._SY75_.jpg
601,Much Ado About Nothing,William Shakespeare,4.06,251155,18560,276,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957._SY75_.jpg
602,Far From the Madding Crowd,Thomas Hardy,3.97,159509,18408,264,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631259654i/31463._SY75_.jpg
603,A Monster Calls,Patrick Ness,4.35,277159,18301,207,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000i/25480342._SY75_.jpg
604,"Bared to You (Crossfire, #1)",Sylvia Day (Goodreads Author),4.14,539477,18177,214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg
605,"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,145217,18159,265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388188936i/4799._SX50_.jpg
606,"Cry, the Beloved Country",Alan Paton,3.92,76678,18100,249,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150._SY75_.jpg
